price,imports,q_commercial,q_industrial,q_residential,wind_cap,solar_cap,hydronuc,weights
44.850683512195126,7.256881533101045,15.634229525668799,6.2411119405990565,11.366637615392479,0.4818061773170732,0.7855862411498256,4.615968641114982,287
40.28343138853503,8.472160828025476,11.579776088750545,4.060358530728834,14.155026189161898,0.4118811009394903,0.00733263373541293,3.9537691082802553,628
70.15541884444444,8.074988888888889,15.03253692336075,6.115469796370055,20.02672106076476,0.39861165935555554,0.5057248346222223,5.781344444444445,180
26.561832768815798,7.023088157894737,10.049480864183835,3.912917486817427,8.154350344295649,0.6626149123157896,0.01028272128881455,3.4399815789473682,760
37.00067766901409,5.639603286384976,10.014142500353536,3.542306713633703,10.054278479116313,0.20813939851126764,0.4503608054225353,2.7972887323943656,427
37.99796193965518,6.6171594827586215,9.337982975859356,3.204685515415362,8.747427796069372,0.1412760222498563,0.010564622910458593,2.32021408045977,699
43.31073006206897,9.116696551724138,19.89934843420373,7.093555765544652,5.916240641291749,0.23266776975862066,0.5778257500689655,4.805055172413793,145
32.18102856144578,8.768604819277108,14.153001582186517,3.5961483741742972,9.664645216665322,0.19252364422409635,0.1128136814775661,7.105831325301205,415
44.91638099122807,6.896285087719298,15.549450066579814,5.225847123221842,6.441303757264573,0.20924731066666663,0.02672343608113989,4.016899122807017,228
66.68888296531792,9.015393063583815,17.550790626710096,3.837641781737354,19.532556051087944,0.4241220660693642,0.6067717833526011,7.805647398843932,173
32.31006348466981,5.3076084905660394,9.54326032629404,3.2702554922116387,8.101659885641912,0.27675239948349056,0.0010524728584891951,2.4268750000000012,850
37.18520585987261,8.227590233545648,11.636536329698869,5.815432381409836,9.290262686928513,0.3497875118683652,0.04624787156224999,3.5024670912951157,472
21.440887036085236,5.242272969374175,9.72554433654751,2.7323964048568286,8.493948734093824,0.17207917137709736,0.0006132303406644057,5.739748335552597,751
31.003118636363634,6.849398268398268,14.849591070051178,3.488973865579398,8.805313840079418,0.39199629800865804,0.20247382938441558,6.525883116883116,231
20.331250613671877,5.4027421875,9.74020135080624,3.793029438131494,9.450191106661102,0.4147870675781249,0.5437766484374998,3.3517773437499994,256
33.83602526666667,5.930623529411765,12.713018239984539,3.9425621033086204,4.973792222884736,0.24040786248235296,0.004370701672940347,2.8182470588235295,255
29.156592788990825,7.60755099059633,13.945055001288493,3.3356905410214686,9.679265967007304,0.13248630173188056,0.07048531583183465,4.497709211146789,436
56.29431790090089,8.327747747747747,16.920506286168344,6.592972180579373,15.364212244571648,0.30844396915015015,0.6760659995795792,5.1744594594594595,333
32.32383980306346,6.7695076586433265,14.850171525149438,3.4316886873118704,8.902036905334432,0.11655092394748368,0.29026829742947474,6.8394573304157555,457
32.743388459584295,9.477974595842957,18.142479992911774,4.118371806319195,10.376189768230804,0.21995324651501152,0.710539089561201,5.092434180138568,433
